wind_normalized,solar_germany,load_germany,charged,discharged,inbattery,overhead,gas
42.6405,0.0,42.558,0.08250000000000313,0,0.08250000000000313,0,0
41.3735,0.0,41.62,0,0.08250000000000313,0,0,0.16399999999999437
39.935,0.0,40.611,0,0,0,0,0.6759999999999948
39.158,0.0,38.809,0.34900000000000375,0,0.34900000000000375,0,0
37.52,0.0,38.411,0,0.34900000000000375,0,0,0.5419999999999945
36.092,0.0,37.426,0,0,0,0,1.3340000000000032
35.994,0.0,36.115,0,0,0,0,0.12100000000000222
35.1435,0.0,36.229,0,0,0,0,1.0854999999999961
34.643,0.156,36.529,0,0,0,0,1.730000000000004
33.817,2.313,38.909,0,0,0,0,2.7789999999999964
33.8905,6.345000000000001,41.173,0,0,0,0,0.9375
35.091,10.089,43.186,1.9939999999999998,0,1.9939999999999998,0,0
36.2565,12.588,45.225,3.619500000000002,0,5.613500000000002,0,0
36.596,10.497,44.375,2.7179999999999964,0,8.331499999999998,0,0
35.819,6.831,43.602,0,0.9519999999999911,7.379500000000007,0,0
34.8215,2.232,43.547,0,6.493499999999997,0.8860000000000099,0,0
35.301,0.14700000000000002,45.734,0,0.8860000000000099,0,0,9.399999999999991
36.8025,0.0,49.478,0,0,0,0,12.6755
37.4815,0.0,48.977,0,0,0,0,11.4955
37.905,0.0,48.013,0,0,0,0,10.107999999999997
39.4555,0.0,46.133,0,0,0,0,6.677500000000002
41.181,0.0,44.47,0,0,0,0,3.2890000000000015
42.735,0.0,48.237,0,0,0,0,5.5020000000000024
42.392,0.0,46.446,0,0,0,0,4.053999999999995
42.0595,0.0,44.427,0,0,0,0,2.3674999999999997
42.658,0.0,43.542,0,0,0,0,0.8840000000000003
43.722,0.0,42.916,0.8060000000000045,0,0.8060000000000045,0,0
45.2095,0.0,42.744,2.4654999999999987,0,3.271500000000003,0,0
47.6875,0.0,42.666,5.021500000000003,0,8.293000000000006,0,0
48.615,0.0,44.044,4.571000000000005,0,12.864000000000011,0,0
47.6525,0.0,45.986,1.6665000000000063,0,14.530500000000018,0,0
47.1135,0.0,48.692,0,1.5784999999999982,12.95200000000002,0,0
48.013,0.10799999999999998,52.277,0,4.156000000000006,8.796000000000014,0,0
48.293,0.756,54.975,0,5.926000000000002,2.8700000000000117,0,0
48.4015,1.995,56.962,0,2.8700000000000117,0,0,3.6954999999999956
49.661500000000004,3.7829999999999995,58.35,0,0,0,0,4.905499999999996
50.176,5.175000000000001,58.446,0,0,0,0,3.094999999999999
50.942499999999995,5.694,58.011,0,0,0,0,1.3745000000000047
